BUS_STOP_N,Name,Comment,BFC marker ID,coords.x1,coords.x2
18109,OPP PSB SCIENCE PK BLDG,BUONA VISTA FLYOVER,1728,103.7867,1.29413
18111,FAIRFIELD METH PR SCH,DOVER ROAD,1729,103.78448,1.30059
18119,OPP FAIRFIELD METH PR SCH,DOVER ROAD,1730,103.78467,1.30005
18121,OPP AYER RAJAH IND EST,BUONA VISTA FLYOVER,1731,103.78542,1.29751
18129,AYER RAJAH IND EST,BUONA VISTA FLYOVER,1732,103.7857,1.29777
18131,SCIENCE PK,AYE,4703,103.7918986,1.289352778
18141,AFT ANGLO-CHINESE JC,NORTH BUONA VISTA ROAD,1733,103.78787,1.30418
18149,OPP ANGLO-CHINESE JC,NORTH BUONA VISTA ROAD,1734,103.78724,1.30253
18151,OPP ONE-NORTH STN,PORTSDOWN ROAD,1735,103.78938,1.30054
18159,ONE-NORTH STN,PORTSDOWN ROAD,1736,103.78872,1.30025
18171,BEF WEYHILL CL,PORTSDOWN ROAD,1737,103.79408,1.2992
18179,OPP WEYHILL CL,PORTSDOWN ROAD,1738,103.79263,1.29978
18181,OPP TANGLIN TRUST SCH,PORTSDOWN ROAD,1739,103.79374,1.2972
18189,TANGLIN TRUST SCH,PORTSDOWN ROAD,1740,103.7936,1.2983
18191,BEF WHITCHURCH RD,PORTSDOWN ROAD,1741,103.79594,1.29446
18199,AFT WHITCHURCH RD,PORTSDOWN ROAD,1742,103.79392,1.29522
18209,BEF ALL SAINTS CHAPEL,PORTSDOWN ROAD,1743,103.79536,1.29471
18211,BEF JLN HANG JEBAT,PORTSDOWN ROAD,1744,103.79529,1.29223
18221,NUH,LOWER KENT RIDGE ROAD,1745,103.78351,1.29631
18239,OPP NUH,LOWER KENT RIDGE ROAD,1746,103.78315,1.29676
18241,PSB SCIENCE PK ANNEX,SCIENCE PARK DRIVE,1747,103.78708,1.29091
18249,AFT THE PASTEUR,SCIENCE PARK DRIVE,1748,103.78713,1.29072
18251,OPP REUTERS,SCIENCE PARK DRIVE,1749,103.78845,1.29068
18261,OPP DSO NATL LABORATORIES,SCIENCE PARK DRIVE,1750,103.78934,1.29016
18269,BEF REUTERS,SCIENCE PARK DRIVE,1751,103.78919,1.2901
18279,OPP BLK 85,SCIENCE PARK DRIVE,1752,103.78976,1.28841
18271,BLK 85,,5705,103.78993,1.28841
18281,THE RUTHERFORD,,5701,103.79121,1.28752
18289,OPP THE RUTHERFORD,,5702,103.7912,1.28739
18301,LIM SENG TJOE (LT 27),LOWER KENT RIDGE ROAD,6391,103.78112,1.29741
18309,BLK S17,LOWER KENT RIDGE ROAD,6396,103.78066,1.29776
18311,BLK S12,LOWER KENT RIDGE ROAD,6392,103.77884,1.29705
18319,OPP UNIVERSITY HALL,LOWER KENT RIDGE ROAD,6395,103.77813,1.29753
18321,OPP UNIVERSITY HEALTH CTR,LOWER KENT RIDGE ROAD,6393,103.77562,1.29879
18329,UNIVERSITY HEALTH CTR,LOWER KENT RIDGE ROAD,6394,103.77611,1.29892
18331,KENT RIDGE STN,LOWER KENT RIDGE ROAD,5441,103.78446,1.29479
18339,OPP KENT RIDGE STN,LOWER KENT RIDGE ROAD,5442,103.78455,1.29494
19011,BLK 19A CP,COMMONWEALTH AVENUE WEST,1754,103.78424,1.30782
19019,OPP BLK 19A CP,COMMONWEALTH AVENUE WEST,1755,103.78476,1.30807
19021,SP SMA,COMMONWEALTH AVENUE WEST,1756,103.78133,1.30958
19029,OPP SP SMA,COMMONWEALTH AVENUE WEST,1757,103.7821,1.30948
19031,DOVER STN,COMMONWEALTH AVENUE WEST,6442,103.77838,1.31123
19039,DOVER STN,COMMONWEALTH AVENUE WEST,6443,103.77855,1.31173
19041,OPP SCH OF SCIENCE & TECH,COMMONWEALTH AVENUE WEST,1758,103.77553,1.31236
19049,SCH OF SCIENCE & TECH,COMMONWEALTH AVENUE WEST,1759,103.77411,1.31255
19051,OPP TRANSVIEW GOLF CLUB,DOVER ROAD,1760,103.77392,1.30896
19059,TRANSVIEW GOLF CLUB,DOVER ROAD,1761,103.77272,1.30895
19061,AYER RAJAH TELECOMS,DOVER ROAD,1762,103.77784,1.30748
19069,OPP AYER RAJAH TELECOMS,DOVER ROAD,1763,103.77675,1.30791
19071,OPP UNITED WORLD COLLEGE,DOVER ROAD,1764,103.78108,1.30516
19079,BEF DOVER CT PREP SCH,DOVER ROAD,1765,103.78013,1.3061
19081,OPP ACS BOARDING SCH,DOVER ROAD,1766,103.78282,1.30257
19089,UNITED WORLD COLLEGE,DOVER ROAD,1767,103.78184,1.3037
19091,S'PORE POLY,DOVER AVENUE,1768,103.78208,1.30739
19099,OPP S'PORE POLY,DOVER AVENUE,1769,103.78184,1.30701
20011,BLK 506,AYE,1772,103.76127,1.31314
20019,BLK 431,AYE,1773,103.76151,1.31358
20021,HONG LEONG SHOP CTR,AYE,1774,103.7578542,1.316724167
20029,OPP HONG LEONG SHOP CTR,AYE,1775,103.75768,1.31773
20031,THE INFINITI,AYE,1776,103.75468,1.32058
20039,OPP THE INFINITI,AYE,1777,103.75469,1.32102
20051,CYCLE & CARRIAGE,AYE,1778,103.74754,1.32263
20059,OPP CYCLE & CARRIAGE,AYE,1779,103.74776,1.32327
20061,AFT JURONG TOWN HALL RD,JALAN AHMAD IBRAHIM,1780,103.74296,1.32387
20069,BEF JURONG TOWN HALL RD,JALAN AHMAD IBRAHIM,1781,103.74417,1.324
20081,CARRIER S'PORE,JALAN AHMAD IBRAHIM,1782,103.7388,1.32662
20089,OPP CARRIER S'PORE,JALAN AHMAD IBRAHIM,1783,103.73929,1.32693
20101,NAN HUA PR SCH,COMMONWEALTH AVENUE WEST,1784,103.76241,1.31976
20109,BLK 203,COMMONWEALTH AVENUE WEST,1785,103.76207,1.3208
20129,BET BLKS 50/51,WEST COAST ROAD,6106,103.73758,1.3203
20121,OPP BLK 51,WEST COAST ROAD,6108,103.73708,1.32024
20131,S'PORE FOOD IND BLDG,WEST COAST ROAD,1786,103.75198,1.31565
20139,OPP ANGLISS BLDG,WEST COAST ROAD,1787,103.75199,1.31584
20141,OPP BLK 408,WEST COAST ROAD,1788,103.74876,1.31783
20149,BLK 408,WEST COAST ROAD,1789,103.749,1.3179
20151,OPP BLK 411,WEST COAST ROAD,1790,103.74626,1.31817
20159,BLK 411,WEST COAST ROAD,1791,103.7464,1.31848
20161,OPP BLKS 34/35,WEST COAST ROAD,1329,103.74225,1.31927
20169,BLK 35,WEST COAST ROAD,1792,103.74276,1.3192
20179,AFT TEBAN GDNS RD,WEST COAST ROAD,1793,103.7391,1.31995
20171,OPP BLK 47,WEST COAST ROAD,6623,103.73994,1.31973
20181,AYER RAJAH CC,PANDAN GARDENS,1794,103.7475,1.32041
20189,OPP AYER RAJAH CC,PANDAN GARDENS,1795,103.74726,1.32034
20191,BLK 407,PANDAN GARDENS,1796,103.74846,1.31924
20199,BLK 410,PANDAN GARDENS,1797,103.7482,1.31908
20201,TEBAN GDN PO,TEBAN GARDENS ROAD,1798,103.74341,1.32128
20209,BEF JURONG TOWNHALL RD,TEBAN GARDENS ROAD,1799,103.74407,1.32043
20211,BLK 41,TEBAN GARDENS ROAD,1800,103.74184,1.32177
20219,OPP BLK 41,TEBAN GARDENS ROAD,1801,103.74143,1.32206
20231,BEF HASANAH MQUE,TEBAN GARDENS ROAD,1802,103.73944,1.32234
20239,AFT HASANAH MQUE,TEBAN GARDENS ROAD,1803,103.73947,1.32247
20241,OPP BLK 51,PENJURU ROAD,1804,103.73643,1.32115
20249,BLK 54,,1805,103.7367,1.32162
20251,BEF TEBAN GDNS RD,JURONG TOWN HALL ROAD,1806,103.74458,1.31979
20259,C'WEALTH SEC SCH,JURONG TOWN HALL ROAD,1807,103.74477,1.31962
20261,AFT PANDAN GDNS,JURONG TOWN HALL ROAD,1808,103.74551,1.32162
20269,BEF PANDAN GDNS,JURONG TOWN HALL ROAD,1809,103.74581,1.32152
20271,OPP GERMAN CTR,JURONG TOWN HALL ROAD,1810,103.74564,1.32515
20281,OPP THE JAPANESE SEC SCH,WEST COAST HIGHWAY,1811,103.75484,1.31234
20289,THE JAPANESE SEC SCH,WEST COAST HIGHWAY,1812,103.75499,1.3124
20291,TANGLIN SEC SCH,WEST COAST ROAD,1813,103.75771,1.31097
20299,OPP TANGLIN SEC SCH,WEST COAST ROAD,1814,103.75856,1.31089
20301,OPP BLK 19,,1815,103.75376,1.31079
20309,Blk 19,PANDAN LOOP,1816,103.75404,1.31062
20311,OPP BLK 24,,1817,103.75276,1.31249
20319,BLK 24,PANDAN LOOP,1818,103.75281,1.3125
20329,S'PORE FOOD IND,PANDAN LOOP,1819,103.751,1.31501
20331,VEJOIL PTE LTD,PANDAN LOOP,1820,103.74926,1.31329
20341,PAN TECH IND CPLX,PANDAN LOOP,1821,103.75047,1.31186
21011,AFT JURONG LAKE,JALAN AHMAD IBRAHIM,1822,103.72864,1.32535
21019,AFT YUAN CHING RD,JALAN AHMAD IBRAHIM,1823,103.72704,1.32552
21021,BEF JURONG PORT RD,JALAN AHMAD IBRAHIM,1824,103.72381,1.32426
21029,AFT CORPORATION PL,JALAN AHMAD IBRAHIM,1825,103.72181,1.3243
21041,AFT JLN TERUSAN,JURONG PORT ROAD,1828,103.72012,1.32092
21049,BEF JLN TERUSAN,JURONG PORT ROAD,1829,103.7202,1.32111
21069,BEF JLN TEPONG,JURONG PORT ROAD,1832,103.71919,1.31237
21069,BEF JLN TEPONG,JURONG PORT ROAD,1832,103.71919,1.31237
21071,JURONG ABATTOIR,JALAN BUROH,1833,103.72226,1.31385
21079,OPP JURONG ABATTOIR,JALAN BUROH,1834,103.72278,1.31353
21079,OPP JURONG ABATTOIR,JALAN BUROH,1834,103.72278,1.31353
21089,BEF JLN BUROH,FISHERY PORT ROAD,1835,103.72277,1.31104
21089,BEF JLN BUROH,FISHERY PORT ROAD,1835,103.72277,1.31104
21099,JURONG ISLAND CHECKPT,JURONG PIER WAY,6973,103.71136,1.31013
21109,CTRL FISH PROC FTY,JALAN TEPONG,1836,103.72096,1.31075
21109,CTRL FISH PROC FTY,JALAN TEPONG,1836,103.72096,1.31075
21111,AFT JURONG PIER RD,JALAN BUROH,1837,103.712,1.31431
21119,BEF JURONG PIER RD,JALAN BUROH,1838,103.71216,1.31404
21121,SPC SVC STN,JALAN BUROH,1839,103.71597,1.31447
21129,OPP SPC SVC STN,JALAN BUROH,1840,103.71478,1.31437
21131,BEF JURONG PORT RD,JALAN BUROH,1841,103.71799,1.31471
21139,AFT JURONG PORT RD,JALAN BUROH,1842,103.71877,1.31434
21141,AFT JLN BUROH,JURONG PORT ROAD,1843,103.71962,1.31526
21149,JURONG PORT WORKSHOPS,JURONG PORT ROAD,1844,103.71974,1.31557
21151,CWT DISTRIPARK,JURONG PORT ROAD,1845,103.71998,1.31724
21159,SIN SOON HUAT,JURONG PORT ROAD,1846,103.7204,1.31866
21161,BLK 220,CORPORATION ROAD,6496,103.71275,1.35057
21169,JURONG JC,CORPORATION ROAD,6517,103.71275,1.35071
21171,OPP CORPORATION PL,CORPORATION ROAD,1847,103.71907,1.32582
21179,CORPORATION PL,CORPORATION ROAD,1848,103.7193,1.32586
21181,OPP BLK 5,CORPORATION ROAD,1849,103.72107,1.33
21189,BLK 5,CORPORATION ROAD,1850,103.72118,1.33001
21191,JURONG TOWN STADIUM,CORPORATION ROAD,1851,103.72046,1.33298
21199,OPP JURONG TOWN STADIUM,CORPORATION ROAD,1852,103.72046,1.33323
21201,SIME RENGO PACKAGING LTD,CORPORATION ROAD,1853,103.71779,1.33688
21209,OPP SIME RENGO PACKAGING LTD,CORPORATION ROAD,1854,103.71817,1.33667
21211,OPP LAKEPOINT CONDO,CORPORATION ROAD,1855,103.71607,1.34005
21219,LAKEPOINT CONDO,CORPORATION ROAD,1856,103.71624,1.34007
21229,OPP S'PORE AEROSPACE MFG,CORPORATION ROAD,1857,103.716,1.342
21231,BLK 203,CORPORATION ROAD,1858,103.71604,1.34365
21239,OPP BLK 203,CORPORATION ROAD,1859,103.71629,1.34439
21241,BLK 220,BOON LAY AVENUE,1860,103.71241,1.34971
21249,BLK 213,BOON LAY AVENUE,1862,103.7124,1.34961
21251,SIME DARBY,CHIN BEE DRIVE,1863,103.71035,1.33624
21259,OPP SIME DARBY,CHIN BEE DRIVE,1864,103.71045,1.33608
21261,BEF SMITHKLINE,QUALITY ROAD,1865,103.71029,1.33393
21269,UNIT 53,QUALITY ROAD,1866,103.71049,1.33419
21271,OPP ASSYAKIRIN MQUE,CORPORATION ROAD,1867,103.7194,1.3348
21279,ASSYAKIRIN MQUE,CORPORATION ROAD,6869,103.7196,1.33476
21291,OPP BILCON IND,JURONG PIER ROAD,1870,103.70958,1.31586
21299,AFT BILCON IND,JURONG PIER ROAD,1871,103.70973,1.31578
21301,OPP JLN PESAWAT,JURONG PIER ROAD,1872,103.71006,1.31846
21309,AFT JLN PESAWAT,JURONG PIER ROAD,1873,103.77645,1.39236
21311,BEF TRACTOR RD,JALAN BOON LAY,1874,103.70961,1.32326
21319,OPP TRACTOR RD,JALAN BOON LAY,1875,103.70977,1.32375
21321,BRC WELD MESH FTY,JALAN BOON LAY,1876,103.70886,1.32627
21329,OPP BRC WELD MESH FTY,JALAN BOON LAY,1877,103.70901,1.32687
21331,OPP PREMIER MILK PTE LTD,JALAN BOON LAY,1878,103.70801,1.33038
21339,PREMIER MILK PTE LTD,JALAN BOON LAY,1879,103.70832,1.33043
21341,OPP BEECHAM PTE LTD,JALAN BOON LAY,1880,103.709,1.33526
21349,BEECHAM PTE LTD,JALAN BOON LAY,1881,103.70921,1.33507
21351,OPP CHARTERED IND,JALAN BOON LAY,1882,103.70961,1.33882
21359,CHARTERED IND,JALAN BOON LAY,1883,103.70993,1.33864
21361,BLK 695,JALAN BOON LAY,1884,103.70766,1.34314
21369,OPP BLK 695,JALAN BOON LAY,1885,103.70803,1.3429
21371,BLK 680C,JALAN BOON LAY,1886,103.7062,1.34528
21379,BLK 263,JALAN BOON LAY,1887,103.70618,1.34523
21389,OPP ST. JOSEPH'S HOME,JURONG WEST AVENUE 2,6497,103.70896,1.34952
21381,ST JOSEPH'S HOME,JURONG WEST AVENUE 2,6516,103.70861,1.34965
21391,RIVER VALLEY HIGH SCH,BOON LAY AVENUE,1888,103.70828,1.34489
21399,OPP RIVER VALLEY HIGH SCH,BOON LAY AVENUE,1891,103.708,1.34469
21409,BLK 191,BOON LAY DRIVE,1892,103.71216,1.34337
21411,OPP BLK 188,BOON LAY DRIVE,1893,103.71034,1.34398
21419,BLK 188,BOON LAY DRIVE,1894,103.71057,1.34382
21421,BLK 176,BOON LAY AVENUE,1895,103.71034,1.34703
21429,BLK 185,BOON LAY AVENUE,1896,103.71055,1.34744
21431,BLK 210,BOON LAY PLACE,1897,103.71241,1.34766
21439,BOON LAY CC,BOON LAY PLACE,1898,103.71166,1.34842
21449,BOON LAY SHOP CTR,BOON LAY PLACE,1899,103.71306,1.3464
21441,BLK 207,BOON LAY PLACE,4338,103.71316,1.34648
21451,BLK 206,BOON LAY DRIVE,1900,103.71473,1.34525
21459,BLK 209,BOON LAY DRIVE,1901,103.71491,1.34551
21461,BEF LOR TUKANG LIMA,JALAN TUKANG,1902,103.71826,1.32734
21469,BEF CHIA PING RD,JALAN TUKANG,1903,103.71809,1.32748
21471,AFT LOR TUKANG EMPAT,JALAN TUKANG,1904,103.71567,1.32677
21479,HUP LECK HEAVY EQUIPMENT,JALAN TUKANG,1905,103.7157,1.32692
21481,BEF LOR TUKANG DUA,JALAN TUKANG,1906,103.71207,1.32601
21489,AFT RAY LEE,JALAN TUKANG,1907,103.71272,1.32625
21491,BEF BOON LAY WAY,QUALITY ROAD,1908,103.71085,1.32692
21499,BEF JLN TUKANG,QUALITY ROAD,1909,103.711,1.32658
21501,PREMIER MILK PTE LTD,QUALITY ROAD,1910,103.70992,1.33045
21509,OPP MEIJI SEIKA,QUALITY ROAD,1911,103.70995,1.33116
21511,OPP AMOY CANNING,CHIN BEE AVENUE,1912,103.71095,1.33293
21519,AMOY CANNING,CHIN BEE AVENUE,1913,103.71137,1.33306
21521,PB PACKAGING SYSTEMS,CHIN BEE AVENUE,1914,103.7146,1.33407
21529,OPP GRANDLUXE,CHIN BEE AVENUE,1915,103.71504,1.33414
21531,CLARIANT S'PORE,THIRD CHIN BEE ROAD,1916,103.71629,1.33183
21539,OPP KAILY PACKAGING,THIRD CHIN BEE ROAD,1917,103.71638,1.33141
21541,JURONG TOWN SWIM CPLX,INTERNATIONAL ROAD,1918,103.71986,1.33133
21549,AUTOMOTIVE TECHNOLOGY,INTERNATIONAL ROAD,1919,103.71893,1.3309
21551,BLK 151,YUNG HO ROAD,1920,103.72101,1.32669
21559,CISCO RECALL,YUNG HO ROAD,1921,103.72069,1.32671
21561,BLK 158,CORPORATION DRIVE,1922,103.72284,1.32873
21561,BLK 158,CORPORATION DRIVE,1922,103.72284,1.32873
21569,OPP BLK 158,CORPORATION DRIVE,1923,103.7229,1.32857
21571,OPP JURONG SEC SCH,CORPORATION DRIVE,1924,103.72315,1.33057
21579,JURONG SEC SCH,CORPORATION DRIVE,1925,103.72316,1.33013
21581,BLK 65,CORPORATION DRIVE,1926,103.72335,1.33243
21589,BLK 103,CORPORATION DRIVE,1927,103.72335,1.33243
21591,OPP BLK 117,CORPORATION DRIVE,1928,103.72245,1.33476
21599,BLK 117,CORPORATION DRIVE,1929,103.72266,1.33465
21601,BLK 357,CORPORATION DRIVE,1930,103.72113,1.33726
21609,OPP BLK 364,CORPORATION DRIVE,1931,103.72101,1.33775
21611,BLK 367,CORPORATION DRIVE,1932,103.71925,1.33842
21619,AFT CORPORATION RD,CORPORATION DRIVE,1933,103.7182,1.33791
21621,BLK 354,KANG CHING ROAD,1934,103.72211,1.33922
21629,BLK 334,KANG CHING ROAD,1935,103.72282,1.33967
21631,OPP JAPANESE GDN,YUAN CHING ROAD,1936,103.72497,1.33364
21639,JAPANESE GDN,YUAN CHING ROAD,1937,103.72512,1.33379
21641,OPP LAKESIDE APT,YUAN CHING ROAD,1938,103.72503,1.33622
21649,LAKESIDE APT,YUAN CHING ROAD,1939,103.72517,1.33632
21651,OPP CHINESE GDN,YUAN CHING ROAD,1940,103.72408,1.33883
21659,CHINESE GDN,YUAN CHING ROAD,1941,103.72401,1.33893
21661,YUAN CHING SEC SCH,YUAN CHING ROAD,1942,103.72143,1.3418
21669,OPP BLK 134D,YUAN CHING ROAD,1943,103.72214,1.34129
21671,BLK 331,TAH CHING ROAD,6141,103.72376,1.33807
21679,BLK 329,TAH CHING ROAD,6142,103.72355,1.33784
21681,OPP BLK 200,BOON LAY WAY,1944,103.71467,1.34236
21689,BLK 200,BOON LAY WAY,1945,103.71448,1.34241
21691,OPP JURONG FIRE STN,BOON LAY WAY,1946,103.71217,1.34144
21699,JURONG FIRE STN,BOON LAY WAY,1947,103.71207,1.34152
21711,BET BLKS 523/525,CORPORATION ROAD,1948,103.71576,1.34692
21719,OPP BLK 529,CORPORATION ROAD,1949,103.71512,1.34781
21751,JURONG SEC SCH,YUAN CHING ROAD,1950,103.7248,1.33089
21759,OPP JURONG SEC SCH,YUAN CHING ROAD,1951,103.72487,1.33015
21761,BLK 143,YUAN CHING ROAD,1952,103.72477,1.32831
21761,BLK 143,YUAN CHING ROAD,1952,103.72477,1.32831
21769,OPP BLK 143,YUAN CHING ROAD,1953,103.72488,1.3283
21771,AFT CORPORATION DR,YUNG HO ROAD,1954,103.72373,1.32658
21771,AFT CORPORATION DR,YUNG HO ROAD,1954,103.72373,1.32658
21779,AFT YUAN CHING RD,YUNG HO ROAD,1955,103.72424,1.32653
21799,TAMAN JURONG TER,HU CHING ROAD,5649,103.72397,1.32904
21799,TAMAN JURONG TER,HU CHING ROAD,5649,103.72397,1.32904
22009,BOON LAY INT,JURONG WEST CENTRAL 3,6916,103.70481,1.33894
22009,BOON LAY INT,JURONG WEST CENTRAL 3,6916,103.70481,1.33894
22008,BOON LAY INT,,6916,103.7052131,1.339468056
22008,BOON LAY INT,,6916,103.7052131,1.339468056
22011,JURONG BIRD PK,JALAN AHMAD IBRAHIM,1962,103.7077,1.32141
22019,OPP JURONG BIRD PK,JALAN AHMAD IBRAHIM,1963,103.70713,1.32197
22021,OPP PCI,JALAN AHMAD IBRAHIM,1964,103.70347,1.32178
22029,PCI,JALAN AHMAD IBRAHIM,1965,103.70266,1.32238
22031,SANKYU S'PORE,JALAN AHMAD IBRAHIM,1966,103.69858,1.32224
22039,MARKONO HOLDINGS,JALAN AHMAD IBRAHIM,1967,103.69853,1.3228
22041,AFT TG KLING RD,JALAN BUROH,1968,103.69873,1.31464
22049,BEF TG KLING RD,JALAN BUROH,1969,103.69789,1.31447
22051,OPP SEMBAWANG KIMTRANS,JALAN BUROH,1970,103.70204,1.31387
22059,SEMBAWANG KIMTRANS,JALAN BUROH,1971,103.70126,1.31361
22061,OPP COOLING SYS PTE LTD,JALAN BUROH,1972,103.70584,1.31416
22069,COOLING SYS PTE LTD,JALAN BUROH,1973,103.70507,1.314
22071,BEF JURONG PIER RD,JALAN BUROH,1974,103.70838,1.31414
22079,AFT JURONG PIER RD,JALAN BUROH,1975,103.70758,1.31406
22081,OPP NATSTEEL,TANJONG KLING ROAD,1976,103.7004,1.30603
22089,NATSTEEL,TANJONG KLING ROAD,1977,103.70088,1.30589
22091,AFT JLN SAMULUN,SHIPYARD ROAD,1978,103.69662,1.30877
22099,BEF JLN SAMULUN,SHIPYARD ROAD,1979,103.69688,1.30888
22141,AFT JLN BUROH,PIONEER ROAD,5419,103.69631,1.31732
22149,BEF JLN BUROH,PIONEER ROAD,5552,103.69595,1.31733
22151,HITACHI,PIONEER ROAD,1989,103.69627,1.32095
22159,OPP HITACHI,PIONEER ROAD,1990,103.69663,1.32095
22161,OPP OVERSEAS TEXTILE IND,PIONEER ROAD NORTH,1991,103.69643,1.32552
22169,OPP JOO ANN EATING HSE,PIONEER ROAD NORTH,6171,103.69661,1.32625
22179,BEF SECURA,PIONEER ROAD NORTH,6170,103.69663,1.33
22171,AMTEK,PIONEER ROAD NORTH,6180,103.69638,1.32954
22189,BEF S'PORE POST,PIONEER ROAD NORTH,6169,103.69666,1.3337
22181,S'PORE POST,PIONEER ROAD NORTH,6181,103.69638,1.33302
22191,SOON LEE DEPOT,SOON LEE ROAD,5315,103.6983447,1.331367222
22199,OPP SOON LEE DEPOT,SOON LEE ROAD,5756,103.69847,1.33103
22219,AFT NEYTHAL RD,INTERNATIONAL ROAD,1995,103.70257,1.32768
22221,AFT PIONEER RD,INTERNATIONAL ROAD,1996,103.69791,1.32788
22229,BEF PIONEER RD NORTH,INTERNATIONAL ROAD,1997,103.69882,1.32771
22231,BLK 639,JURONG WEST STREET 61,1998,103.6973,1.3408
22239,BLK 624,JURONG WEST STREET 61,1999,103.69742,1.34082
22241,OPP BLK 622,JURONG WEST STREET 62,2000,103.69928,1.34017
22249,BLK 622,JURONG WEST STREET 62,2001,103.6987,1.34012
22251,BLK 665A,JURONG WEST STREET 62,2002,103.70266,1.34073
22259,BLK 668D,JURONG WEST STREET 62,2003,103.70255,1.34078
22271,JEBSEN & JESSEN,SOON LEE ROAD,2004,103.70015,1.32921
22281,AFT SOON LEE RD,FAN YOONG ROAD,2005,103.7037,1.32851
22289,BEF FAN YOONG RD,SOON LEE ROAD,6189,103.70284,1.32926
22299,SENG MEE TRADING,KWONG MIN ROAD,2006,103.70175,1.33069
22309,AFT FAN YOONG RD,ENTERPRISE ROAD,2007,103.70338,1.33327
22319,CHUN CHUN MFG,WAN LEE ROAD,2008,103.70545,1.33198
22329,OPP SAM MCCOY ENGRG,WAN LEE ROAD,2009,103.70506,1.33023
22331,JURONG SHIPYARD,TANJONG KLING ROAD,2010,103.70318,1.30491
22341,BLK 673C,JURONG WEST AVENUE 4,2011,103.70104,1.34495
22349,BLK 734A,JURONG WEST AVENUE 4,2012,103.70091,1.34518
22351,OPP BLK 717,JURONG WEST AVENUE 4,2013,103.69801,1.34281
22359,BEF BLK 717,JURONG WEST AVENUE 4,2014,103.69728,1.34253
22361,BLK 641,JURONG WEST AVENUE 4,2015,103.69587,1.34078
22369,BLK 705,JURONG WEST AVENUE 4,2016,103.69519,1.34028
22391,BEF JLN BUROH,TANJONG KLING ROAD,5311,103.6958,1.31346
22399,AFT JLN BUROH,TANJONG KLING ROAD,5312,103.69597,1.3133
22401,AFT SHIPYARD RD,TANJONG KLING ROAD,2017,103.69718,1.31013
22409,BEF SHIPYARD RD,TANJONG KLING ROAD,2018,103.69739,1.31008
22411,BLK 676B,JURONG WEST AVENUE 4,2019,103.70368,1.34629
22419,JURONG WEST SUB-STN,JURONG WEST AVENUE 4,2020,103.703,1.34614
22421,NATL OXYGEN PTE LTD,TANJONG KLING ROAD,2021,103.69872,1.30776
22429,OPP NATL OXYGEN PTE LTD,TANJONG KLING ROAD,2022,103.69907,1.30722
22431,OPP PAR INVESTMENT,ENTERPRISE ROAD,2023,103.70741,1.33303
22439,AFT PAR INVESTMENT,ENTERPRISE ROAD,2024,103.70681,1.33316
22441,BLK 669,JURONG WEST STREET 64,2025,103.70366,1.34268
22449,BLK 685B,JURONG WEST STREET 64,2026,103.70384,1.34296
22451,OPP BLK 643,PIONEER ROAD NORTH,2027,103.69536,1.33873
22459,BLK 643,PIONEER ROAD NORTH,2028,103.69553,1.33907
22461,OPP BLK 653B,PIONEER ROAD NORTH,2029,103.69621,1.33596
22469,BLK 653B,PIONEER ROAD NORTH,2030,103.69629,1.33649
22471,BEF PIONEER RD NTH,UPPER JURONG ROAD,2031,103.6932,1.33504
22479,AFT PIONEER RD NTH,UPPER JURONG ROAD,2032,103.69309,1.33478
22481,BLK 691A CP,JURONG WEST CENTRAL 1,1401,103.7056,1.34235
22489,BLK 683A,JURONG WEST CENTRAL 1,5279,103.70539,1.34241
22499,OPP BLK 662C,JURONG WEST STREET 64,6190,103.70481,1.33768
22491,BLK 662D,JURONG WEST STREET 64,6203,103.70479,1.33724
22509,BLK 663E,JURONG WEST STREET 63,6206,103.70327,1.33791
22501,BLK 662A,JURONG WEST STREET 63,6207,103.70297,1.33769
22519,BLK 608,JURONG WEST STREET 63,6205,103.69995,1.33773
22511,BLK 658C,JURONG WEST STREET 63,6208,103.7003,1.33746
22529,BLK 649A,JURONG WEST STREET 63,6204,103.69728,1.33777
22521,BLK 651A,JURONG WEST STREET 63,6209,103.69772,1.33748
22531,OPP JURONG WEST PR SCH,JURONG WEST STREET 61,6210,103.69832,1.339
22539,JURONG WEST PR SCH,JURONG WEST STREET 61,6212,103.69821,1.33907
22549,OPP BLK 655,BOON LAY WAY,6193,103.69795,1.33469
22541,BLK 655,BOON LAY WAY,6200,103.69775,1.33497
22559,OPP BLK 657,BOON LAY WAY,6192,103.701,1.33468
22551,BLK 657,BOON LAY WAY,6201,103.70072,1.33496
22569,OPP BLK 660,BOON LAY WAY,6191,103.70454,1.3348
22561,BLK 660,BOON LAY WAY,6202,103.70404,1.33495
22571,OPP BOON LAY MRT STN,BOON LAY WAY,5363,103.70691,1.33795
22579,BOON LAY MRT STN,BOON LAY WAY,5364,103.70669,1.33804
22591,BLK 670A,JURONG WEST STREET 64,6674,103.7033,1.34426
22599,BLK 678D,JURONG WEST STREET 64,6677,103.70308,1.34484
22609,SOON LEE BUS PARK,SOON LEE ROAD,5643,103.6981031,1.330499722
22609,SOON LEE BUS PARK,SOON LEE ROAD,5643,103.6981031,1.330499722
23011,CARRIER TRANSICOLD PTE LTD,JALAN AHMAD IBRAHIM,2033,103.69279,1.32233
23019,NIPPON PAINT,JALAN AHMAD IBRAHIM,2034,103.69257,1.32302
23021,GENERAL MOTORS,JALAN AHMAD IBRAHIM,2035,103.68556,1.32245
