BUS_STOP_N,Name,Comment,BFC marker ID,coords.x1,coords.x2
49071,OPP WASON WOOD IND,SUNGEI KADUT DRIVE,3260,103.7471,1.42911
49079,WASON WOOD IND,SUNGEI KADUT DRIVE,3261,103.74718,1.42931
49081,OPP ECON MACHINERY,SUNGEI KADUT DRIVE,3262,103.74848,1.43389
49089,ECON MACHINERY,SUNGEI KADUT DRIVE,3263,103.7486,1.43388
49091,BEF RAILWAY CROSSING,KRANJI ROAD,3264,103.75641,1.42754
49101,OPP ORDINANCE SUPPLY BASE,KRANJI ROAD,3265,103.7559,1.43013
49109,KRANJI WATER RECLAMATION PLANT,KRANJI ROAD,3266,103.75617,1.42894
49111,AFT JLN LAM HUAT,KRANJI ROAD,3267,103.75543,1.43246
49119,BLK 2,KRANJI ROAD,3268,103.75564,1.43212
49121,AFT SMRT BUSES KRANJI DEPOT,KRANJI ROAD,3269,103.75498,1.43525
49129,LIP GUAN IND,KRANJI ROAD,3270,103.75518,1.43486
49131,TAN CHIANG BROS MARBLE,SUNGEI KADUT AVENUE,3271,103.75368,1.40808
49139,AFT RAILWAY CROSSING,SUNGEI KADUT AVENUE,3272,103.75362,1.40798
49141,CTRL GRANITE IND,KRANJI WAY,3273,103.7436,1.43828
49149,BEF FISHING GROUND A,KRANJI WAY,3274,103.74316,1.43842
49151,KWONG MAW SAWMILL,KRANJI WAY,3275,103.74684,1.43667
49159,ECON GROUP,KRANJI WAY,3276,103.74581,1.43707
49169,TONG SENG CONCRETE LTD,KRANJI WAY,3277,103.74853,1.43569
49171,SEOW WEE TRADING,KRANJI WAY,3278,103.75092,1.43473
49179,OPP SEOW WEE TRADING,KRANJI WAY,3279,103.75058,1.4347
49181,DAPOLITE IND,KRANJI LOOP,3280,103.75414,1.43686
49189,AFT KRANJI RD,KRANJI LOOP,3281,103.75374,1.43657
49199,KRANJI RESERVOIR PK B,KRANJI WAY,3282,103.73576,1.43839
49209,SG BULOH WETLAND RESERVE,NEO TIEW CRESCENT,3283,103.72981,1.44511
49211,PUB QUARTER,KRANJI WAY,3284,103.73499,1.43863
49219,OPP PUB QUARTER,KRANJI WAY,3285,103.73525,1.43862
49229,LONG KUAN HUNG CROCODILE FARM,NEO TIEW CRESCENT,6250,103.7321,1.44031
49239,OPP NYEE PHOE GROUP,NEO TIEW CRESCENT,6249,103.72791,1.44055
49249,DRAGON FISH IND,NEO TIEW CRESCENT,6248,103.72539,1.43693
50011,OPP PARISH OF CHRIST CH,KAMPONG JAVA ROAD,3286,103.8472,1.31182
50019,PARISH OF CHRIST CH,KENG LEE ROAD,3287,103.84767,1.312
50021,UNITED SQ,THOMSON ROAD,3288,103.84427,1.3174
50029,OPP UNITED SQ,THOMSON ROAD,3289,103.84477,1.31641
50031,OPP NOVENA CH,THOMSON ROAD,3290,103.84178,1.32131
50038,NOVENA STN,THOMSON ROAD,3291,103.84344,1.31963
50037,NOVENA CH,THOMSON ROAD,6129,103.8422,1.32101
50041,NOVENA LODGE,THOMSON ROAD,3292,103.84168,1.32362
50049,OPP NOVENA LODGE,THOMSON ROAD,3293,103.84188,1.32353
50051,THOMSON MED CTR,THOMSON ROAD,3294,103.84175,1.3255
50059,OPP THOMSON MED CTR,THOMSON ROAD,3295,103.84211,1.32489
50061,OPP HOTEL ROYAL,NEWTON ROAD,3296,103.8415,1.31744
50069,HOTEL ROYAL,NEWTON ROAD,3297,103.84157,1.31694
50071,BEF CARLISLE RD,NORFOLK ROAD,3298,103.84704,1.31576
50079,OPP CARLISLE RD,NORFOLK ROAD,3299,103.84695,1.31577
50081,BLK 41A,OWEN ROAD,3300,103.85031,1.31656
50089,BLK 51,OWEN ROAD,3301,103.85057,1.3165
50111,REVIVAL CTR CH,MOULMEIN ROAD,3302,103.84663,1.31875
50119,ST MICHAEL'S SCH,MOULMEIN ROAD,3303,103.84584,1.31837
50121,NATL SKIN CTR,MOULMEIN ROAD,3304,103.84939,1.31927
50129,OPP TAN TOCK SENG HOSP,MOULMEIN ROAD,3305,103.84933,1.31906
50159,OPP JUMBO IND BLDG,KIM KEAT ROAD,3306,103.8531,1.3248
50161,BALESTIER CTR,BALESTIER ROAD,3307,103.84366,1.32666
50169,AFT IRRAWADDY RD,BALESTIER ROAD,3308,103.84421,1.32647
50171,ZHONGSHAN MALL,BALESTIER ROAD,3309,103.84641,1.32663
50179,OPP ZHONGSHAN MALL,BALESTIER ROAD,3310,103.84642,1.3264
50189,OPP PUBLIC MANS,BALESTIER ROAD,3311,103.84848,1.32605
50191,BEF BALESTIER PLAZA,BALESTIER ROAD,3312,103.84902,1.32605
50199,HMI BALESTIER HOSP,BALESTIER ROAD,3313,103.85051,1.32496
50201,SHAW PLAZA,BALESTIER ROAD,3314,103.85097,1.3249
50209,AFT PEGU RD,BALESTIER ROAD,3315,103.85158,1.32394
50211,OPP BALESTIER PT,BALESTIER ROAD,3316,103.85257,1.32307
50221,OPP BALESTIER TWRS,BALESTIER ROAD,3317,103.85296,1.32145
50229,BALESTIER TWRS,BALESTIER ROAD,3318,103.85283,1.32096
50231,ITE BALESTIER,BALESTIER ROAD,3319,103.85493,1.31872
50239,S'PORE INDIAN ASSN,BALESTIER ROAD,3320,103.85508,1.31832
50241,OPP S'PORE KHALSA ASSN,BALESTIER ROAD,3321,103.8573,1.31718
50249,S'PORE KHALSA ASSN,BALESTIER ROAD,3322,103.85665,1.31735
50251,FARRER PK STN,RANGOON ROAD,3323,103.85487,1.31241
50259,OPP FARRER PK STN,RANGOON ROAD,5654,103.85508,1.31236
50261,KENTISH LODGE,RANGOON ROAD,3324,103.85331,1.31615
50279,AFT BLK 9,GLOUCESTER RD,5653,103.85268,1.31251
50301,KENTISH GREEN,KENT ROAD,3325,103.85177,1.31593
50321,AFT GLOUCESTER RD,DORSET ROAD,3326,103.85082,1.31373
50331,BLK 122,MCNAIR ROAD,3327,103.85743,1.31865
50349,BLK 107,TOWNER ROAD,3328,103.85964,1.31913
50351,FARRER PK TENNIS CTR,DORSET ROAD,3329,103.84852,1.31219
50991,BLK 82,WHAMPOA DRIVE,3330,103.85599,1.32306
51011,OPP TAN TONG MENG TWR,THOMSON ROAD,3331,103.84095,1.32779
51019,THOMSON FLYOVER,THOMSON ROAD,3332,103.84081,1.32892
51021,OLD POLICE ACADEMY,THOMSON ROAD,3333,103.83926,1.33033
51029,OPP OLD POLICE ACADEMY,THOMSON ROAD,3334,103.83976,1.33018
51031,S'PORE POLO CLUB,THOMSON ROAD,3335,103.83866,1.33167
51039,OPP S'PORE POLO CLUB,THOMSON ROAD,3336,103.83886,1.33155
51041,OPP SLF CPLX,THOMSON ROAD,3337,103.83808,1.33333
51049,SLF CPLX,THOMSON ROAD,3338,103.83797,1.33365
51051,MEDIACORP,THOMSON ROAD,3339,103.83708,1.33635
51059,OPP MEDIACORP,THOMSON ROAD,3340,103.83735,1.33703
51069,MT ALVERNIA HOSP,THOMSON ROAD,3341,103.83666,1.34104
51071,MACRITCHIE RESERVOIR,THOMSON ROAD,3342,103.83595,1.34212
51079,OPP MACRITCHIE RESERVOIR,THOMSON ROAD,3343,103.83626,1.3418
51081,OPP MARYMOUNT CON SCH,MARYMOUNT ROAD,3344,103.83902,1.34048
51089,BEF MARYMOUNT CON SCH,MARYMOUNT ROAD,3345,103.83954,1.34149
51091,OPP CATHOLIC JC,PIE,3346,103.83402,1.32642
51099,CATHOLIC JC,WHITLEY ROAD,3347,103.8345,1.32588
51101,OLD POLICE ACADEMY,PIE,3348,103.83731,1.3275
51109,OPP OLD POLICE ACADEMY,WHITLEY ROAD,3349,103.83971,1.32709
51111,OPP ANDREW RD,LORNIE ROAD,3350,103.83271,1.34065
51119,BEF ANDREW RD,LORNIE ROAD,3351,103.83258,1.34014
51131,OPP BRADDELL VIEW,BRADDELL ROAD,3352,103.83944,1.34414
51139,BRADDELL VIEW,BRADDELL ROAD,3353,103.84031,1.34439
52009,TOA PAYOH INT,LORONG 6 TOA PAYOH,6793,103.8469639,1.331895278
52009,TOA PAYOH INT,LORONG 6 TOA PAYOH,6793,103.8469639,1.331895278
52011,BEF BISHAN RD,BRADDELL ROAD,3356,103.84276,1.34495
52019,AFT BISHAN RD,BRADDELL ROAD,3357,103.8435,1.34399
52021,OPP BLK 1004,BRADDELL ROAD,3358,103.84767,1.34443
52029,BLK 1004,BRADDELL ROAD,3359,103.84738,1.34367
52031,OPP BLK 998,BRADDELL ROAD,3360,103.85031,1.34394
52039,AFT MUHAJIRIN MOSQUE,BRADDELL ROAD,3361,103.8513,1.34334
52051,BLK 147,BRADDELL ROAD,3363,103.85474,1.34332
52059,BLK 219,BRADDELL ROAD,3364,103.8562,1.34312
52061,BCA ACADEMY,BRADDELL ROAD,3365,103.85874,1.34352
52069,COMFORTDELGRO CORP LTD,BRADDELL ROAD,3366,103.85851,1.34314
52071,TRELLIS TWRS,JALAN TOA PAYOH,3367,103.84393,1.32983
52079,OPP TRELLIS TWRS,JALAN TOA PAYOH,3368,103.84383,1.32933
52081,AFT BLK 195,JALAN TOA PAYOH,3369,103.86077,1.33071
52089,OPP BLK 195,JALAN TOA PAYOH,3370,103.86027,1.32993
52099,OPP NKF CTR,KIM KEAT ROAD,3371,103.85486,1.32668
52109,BET BLKS 33/34,JALAN BAHAGIA,3372,103.85817,1.32698
52109,BET BLKS 33/34,JALAN BAHAGIA,3372,103.85817,1.32698
52129,BLK 29,JALAN BAHAGIA,3373,103.85938,1.32545
52129,BLK 29,JALAN BAHAGIA,3373,103.85938,1.32545
52131,BLK 163,LORONG 1 TOA PAYOH,3374,103.84412,1.33227
52139,OLEANDER TWRS,LORONG 1 TOA PAYOH,3375,103.84404,1.33272
52141,PHILIPS S'PORE,LORONG 1 TOA PAYOH,3376,103.84336,1.33625
52149,OPP PHILIPS S'PORE,LORONG 1 TOA PAYOH,3377,103.84355,1.33638
52151,BLK 166,LORONG 1 TOA PAYOH,3378,103.8437,1.33772
52159,BLK 128,LORONG 1 TOA PAYOH,3379,103.84382,1.33806
52161,BLK 111,LORONG 1 TOA PAYOH,3380,103.84546,1.34086
52169,BLK 117,LORONG 1 TOA PAYOH,3381,103.84459,1.34019
52171,OPP BRADDELL STN,LORONG 1 TOA PAYOH,3382,103.848,1.34076
52179,BRADDELL STN,LORONG 1 TOA PAYOH,3383,103.84798,1.34069
52181,OPP TOA PAYOH STN,LORONG 2 TOA PAYOH,3384,103.84662,1.33302
52189,TOA PAYOH STN,LORONG 2 TOA PAYOH,3385,103.84678,1.33319
52191,BLK 140,LORONG 2 TOA PAYOH,3386,103.84613,1.33635
52199,BLK 84B,LORONG 2 TOA PAYOH,3387,103.84664,1.33538
52201,BLK 121,LORONG 2 TOA PAYOH,3388,103.8466,1.33911
52209,BLK 101C CP,LORONG 2 TOA PAYOH,3389,103.84662,1.33926
52211,BEF LOR 1 TOA PAYOH,TOA PAYOH RISE,6744,103.84167,1.33955
52219,AFT LOR 1 TOA PAYOH,TOA PAYOH RISE,6837,103.84172,1.33842
52221,OPP JACKSON SQ,LORONG 3 TOA PAYOH,3390,103.84835,1.3379
52229,Jackson Sq,LORONG 3 TOA PAYOH,6631,103.84866,1.33777
52231,OPP BLK 177,TOA PAYOH CENTRAL,3391,103.84888,1.33428
52239,BLK 177,TOA PAYOH CENTRAL,3392,103.84895,1.33412
52241,LIONS NURSING HOME,TOA PAYOH RISE,5651,103.839,1.33805
52249,OPP LIONS NURSING HOME,TOA PAYOH RISE,5652,103.8386,1.33783
52251,CHUNG HWA FREE CLINIC,LORONG 4 TOA PAYOH,3393,103.85148,1.33296
52259,OPP CHUNG HWA FREE CLINIC,LORONG 4 TOA PAYOH,3394,103.85159,1.3328
52261,OPP BLK 73,LORONG 4 TOA PAYOH,3395,103.85127,1.33402
52269,BLK 73,LORONG 4 TOA PAYOH,3396,103.85149,1.33405
52271,JACKSON SQ,LORONG 4 TOA PAYOH,3397,103.84981,1.33689
52279,BLK 56,LORONG 4 TOA PAYOH,3398,103.84987,1.33696
52281,BLK 68,LORONG 5 TOA PAYOH,3399,103.85362,1.33445
52289,BLK 34,LORONG 5 TOA PAYOH,3400,103.85397,1.33478
52291,BLK 59,LORONG 5 TOA PAYOH,3401,103.85223,1.33711
52299,BLK 50,LORONG 5 TOA PAYOH,3402,103.85238,1.33705
52309,BLK 30,TOA PAYOH EAST,5392,103.85428,1.33393
52301,BLK 35,TOA PAYOH EAST,5393,103.85454,1.33418
52311,BLK 23,TOA PAYOH EAST,3403,103.85723,1.33425
52319,BLK 25,TOA PAYOH EAST,3404,103.85713,1.33412
52321,TOA PAYOH STADIUM,LORONG 6 TOA PAYOH,3405,103.85271,1.33126
52329,OPP TOA PAYOH STADIUM,LORONG 6 TOA PAYOH,3406,103.85267,1.33142
52331,BLK 27,LORONG 6 TOA PAYOH,3407,103.85581,1.33246
52339,BLK 32,LORONG 6 TOA PAYOH,3408,103.85586,1.33287
52341,PEI CHUN PUBLIC SCH,LORONG 6 TOA PAYOH,3409,103.85562,1.33626
52349,UNITED MEDICARE CTR,LORONG 6 TOA PAYOH,3410,103.85544,1.33619
52351,BLK 2,LORONG 6 TOA PAYOH,3411,103.85328,1.33837
52359,BLK 52,LORONG 6 TOA PAYOH,3412,103.85269,1.33863
52361,BLK 1,LORONG 6 TOA PAYOH,3413,103.85298,1.33974
52369,BLK 237,LORONG 6 TOA PAYOH,3414,103.85273,1.34002
52371,FIRST TOA PAYOH PR SCH,LORONG 8 TOA PAYOH,3415,103.85664,1.33975
52381,BRADDELL TECH BLDG,LORONG 8 TOA PAYOH,3416,103.85846,1.33982
52389,BLK 227,LORONG 8 TOA PAYOH,3417,103.85811,1.33977
52391,OPP BLK 231,LORONG 8 TOA PAYOH,3418,103.85987,1.33765
52399,BLK 231,LORONG 8 TOA PAYOH,3419,103.85978,1.33708
52401,BLK 102,JALAN RAJAH,3420,103.85083,1.3283
52409,OPP BLK 102,JALAN RAJAH,3421,103.85109,1.32799
52411,BLK 105,JALAN RAJAH,3422,103.85393,1.32819
52419,CURTIN SINGAPORE,JALAN RAJAH,3423,103.85392,1.32803
52429,BLK 17A,LORONG 7 TOA PAYOH,3424,103.85716,1.33638
52439,OPP BLK 5,LORONG 7 TOA PAYOH,3425,103.85541,1.33825
52441,BLK 202,LORONG 1 TOA PAYOH,3426,103.8498,1.34081
52449,TOA PAYOH POLICE CTR,LORONG 1 TOA PAYOH,3427,103.85,1.34048
52451,BLK 114,WHAMPOA ROAD,3428,103.85736,1.3253
52479,Opp EASB,AH HOOD ROAD,3429,103.84579,1.3275
52471,EASB,AH HOOD ROAD,4469,103.84565,1.32764
52481,TOA PAYOH POLYCLINIC,LORONG 8 TOA PAYOH,3430,103.85859,1.33525
52489,OPP TOA PAYOH POLYCLINIC,LORONG 8 TOA PAYOH,3431,103.85871,1.33536
,ST MICHAEL'S TER,WHAMPOA ROAD,3431,103.85526,1.32631
52499,ST. MICHAEL'S TER,WHAMPOA ROAD,6795,103.85537,1.32616
52501,TOA PAYOH SWIM CPLX,LORONG 6 TOA PAYOH,3434,103.84998,1.33099
52509,OPP TOA PAYOH SWIM CPLX,LORONG 6 TOA PAYOH,3435,103.85019,1.33111
52529,BEF BLK 221,LORONG 8 TOA PAYOH,3436,103.8574,1.34143
52539,BLK 210 MKT/FC,LORONG 8 TOA PAYOH,3437,103.85386,1.33992
52559,CALDECOTT STN,TOA PAYOH RISE,6984,103.83956,1.33734
53009,BISHAN INT,BISHAN STREET 13,6798,103.84978,1.35047
53009,BISHAN INT,BISHAN STREET 13,6798,103.84978,1.35047
53011,ST. THERESA'S HOME,UPPER THOMSON ROAD,3440,103.83826,1.34555
53019,OPP ST. THERESA'S HOME,UPPER THOMSON ROAD,3441,103.83872,1.346
53021,OPP SHUNFU EST,UPPER THOMSON ROAD,3442,103.83694,1.34988
53029,SHUNFU EST,UPPER THOMSON ROAD,3443,103.83741,1.34958
53039,THOMSON CC,UPPER THOMSON ROAD,3444,103.83595,1.3515
53041,BEF THOMSON RIDGE,UPPER THOMSON ROAD,3445,103.83446,1.35304
53049,AFT THOMSON RD PO,UPPER THOMSON ROAD,3446,103.83423,1.35358
53051,BEF THOMSON PLAZA,UPPER THOMSON ROAD,3447,103.83247,1.3545
53059,OPP THOMSON PLAZA,UPPER THOMSON ROAD,3448,103.8313,1.35538
53061,THOMSON VIEW CONDO,UPPER THOMSON ROAD,3449,103.82893,1.35708
53069,OPP WINDSOR PK,UPPER THOMSON ROAD,3450,103.82901,1.3576
53071,OPP FLAME TREE PK,UPPER THOMSON ROAD,3451,103.82847,1.36064
53079,FLAME TREE PK,UPPER THOMSON ROAD,3452,103.82864,1.36083
53081,OPP FABER GDN,UPPER THOMSON ROAD,3453,103.82787,1.36315
53089,FABER GDN,UPPER THOMSON ROAD,3454,103.82827,1.36407
53091,BEF ANG MO KIO AVE 1,UPPER THOMSON ROAD,3455,103.82799,1.36478
53099,AFT ANG MO KIO AVE 1,UPPER THOMSON ROAD,3456,103.8284,1.36659
53111,BEF MARYMOUNT LANE,MARYMOUNT ROAD,3457,103.8389,1.3455
53119,AFT BISHAN ST 21,MARYMOUNT ROAD,3458,103.83918,1.34536
53121,MARYMOUNT STN,MARYMOUNT ROAD,3459,103.83944,1.35017
53129,OPP MARYMOUNT STN,MARYMOUNT ROAD,3460,103.83976,1.34967
53131,BLK 319,MARYMOUNT ROAD,3461,103.8404,1.35315
53139,MARYMOUNT VIEW,MARYMOUNT ROAD,3462,103.84048,1.35286
53141,OPP WHITLEY SEC SCH,MARYMOUNT ROAD,3463,103.84139,1.35568
53149,WHITLEY SEC SCH,MARYMOUNT ROAD,3464,103.84159,1.35548
53151,OPP BLK 263A CP,MARYMOUNT ROAD,3465,103.84135,1.35941
53159,BLK 260,MARYMOUNT ROAD,3466,103.84166,1.35963
53161,OPP BLK 254,MARYMOUNT ROAD,3467,103.84221,1.36229
53169,BLK 254,MARYMOUNT ROAD,3468,103.84242,1.36205
53171,BLK 23,SIN MING ROAD,3469,103.83631,1.35466
53179,SIN MING PLAZA,SIN MING ROAD,3470,103.83578,1.35302
53181,AMTECH BLDG,SIN MING ROAD,3471,103.83789,1.35612
53189,BLK 25,SIN MING ROAD,3472,103.83681,1.35496
53191,BLK 7 IND EST,SIN MING ROAD,3473,103.83913,1.35839
53199,BLK 22A CP,SIN MING ROAD,3474,103.8389,1.35749
53201,OPP SEMAC,SIN MING DRIVE,3475,103.83854,1.36131
53209,SEMAC,SIN MING DRIVE,3476,103.83845,1.36089
53211,OPP RAFFLES INST,BISHAN ROAD,3477,103.84714,1.34714
53219,RAFFLES INST,BISHAN ROAD,3478,103.84658,1.34606
53221,BLK 115,BISHAN STREET 11,3479,103.84845,1.34813
53229,BLK 501,BISHAN STREET 11,3480,103.8493,1.34817
53231,BISHAN STN,BISHAN ROAD,3481,103.84792,1.35085
53239,OPP BISHAN STN,BISHAN ROAD,3482,103.84768,1.351
53241,OPP BLK 217,BISHAN ROAD,3483,103.84987,1.35616
53249,BLK 210,BISHAN ROAD,3484,103.84917,1.35537
53251,BLK 125,BISHAN STREET 11,3485,103.85206,1.3467
53259,OPP BLK 125,BISHAN STREET 11,3486,103.8519,1.34742
53261,OPP BISHAN STADIUM,BISHAN STREET 14,3487,103.85179,1.35294
53269,BISHAN STADIUM,BISHAN STREET 14,3488,103.85186,1.35303
53271,OPP KUO CHUAN PRESBY SCH,BISHAN STREET 13,3489,103.85392,1.34935
53279,KUO CHUAN PRESBY SCH,BISHAN STREET 13,3490,103.85388,1.34997
53281,BLK 169,BISHAN STREET 13,3491,103.85432,1.34666
53289,ZION BIBLE PRESBY CH,BISHAN STREET 13,3492,103.85479,1.34751
53291,SHUNFU MART,SHUNFU ROAD,5438,103.83717,1.35226
53299,BLK 314,SHUNFU ROAD,5439,103.83788,1.35172
53301,RAFFLES INST,BISHAN STREET 21,3493,103.84592,1.34861
53309,OPP RAFFLES INST,BISHAN STREET 21,3494,103.84527,1.34847
53311,OPP BOSCH,BISHAN STREET 21,3495,103.84162,1.34685
53319,BOSCH,BISHAN STREET 21,3496,103.84125,1.34723
53321,CITY CAB,SIN MING AVENUE,3497,103.84029,1.36135
53329,OPP CITY CAB,SIN MING AVENUE,3498,103.84049,1.36149
53331,BEF BRIGHT HILL TP,SIN MING AVENUE,3499,103.83701,1.36285
53339,OPP BRIGHT HILL TP,SIN MING AVENUE,3500,103.83678,1.36309
53341,BLK 407,SIN MING AVENUE,3501,103.83394,1.36356
53349,BISHAN PK SEC SCH,SIN MING AVENUE,3502,103.83379,1.36374
53351,AI TONG SCH,SIN MING AVENUE,3503,103.83212,1.36081
53359,OPP AI TONG SCH,SIN MING AVENUE,3504,103.83196,1.36126
53361,BLK 454,SIN MING AVENUE,3505,103.83032,1.3593
53369,OPP BLK 454,SIN MING AVENUE,3506,103.83009,1.35944
53371,BLK 257,BISHAN STREET 22,3507,103.8439,1.35994
53379,BLK 245,BISHAN STREET 22,3508,103.84377,1.36027
53381,BISHAN NTH SHOP MALL,BISHAN STREET 22,3509,103.84521,1.35832
53389,OPP BISHAN NTH SHOP MALL,BISHAN STREET 22,3510,103.84515,1.35813
53391,OPP BLK 203,BISHAN STREET 22,3511,103.84707,1.35445
53399,BLK 202,BISHAN STREET 22,3512,103.84697,1.35471
53401,OPP BLK 131,BISHAN STREET 12,3513,103.85049,1.34542
53409,BLK 131,BISHAN STREET 12,3514,103.85127,1.34531
53419,BLK 117,BISHAN STREET 12,3515,103.84979,1.34632
54009,ANG MO KIO INT,ANG MO KIO AVENUE 8,6801,103.8487742,1.369903056
54009,ANG MO KIO INT,ANG MO KIO AVENUE 8,6801,103.8487742,1.369903056
54011,BLK 207,ANG MO KIO AVENUE 6,3522,103.84349,1.36572
54019,BLK 304,ANG MO KIO AVENUE 6,3523,103.84418,1.36619
54031,OPP AL-MUTTAQIN MQUE,ANG MO KIO AVENUE 6,3524,103.84538,1.37014
54039,BEF AL-MUTTAQIN MQUE,ANG MO KIO AVENUE 6,3525,103.84563,1.37084
54041,OPP COURTS ANG MO KIO,ANG MO KIO AVENUE 6,3526,103.84505,1.37353
54049,COURTS ANG MO KIO,ANG MO KIO AVENUE 6,3527,103.84531,1.3735
54051,BEF ANG MO KIO AVE 5,ANG MO KIO AVENUE 6,3528,103.84474,1.37628
54059,BEF ANG MO KIO LIB,ANG MO KIO AVENUE 6,3529,103.84493,1.37626
54061,BLK 246,ANG MO KIO AVENUE 1,3530,103.83399,1.3672
54069,OPP BLK 246,ANG MO KIO AVENUE 1,3531,103.83415,1.36685
54071,BLK 310,ANG MO KIO AVENUE 1,3532,103.84491,1.36433
54079,OPP BLK 315,ANG MO KIO AVENUE 1,3533,103.84586,1.3639
54081,TECK GHEE CT,ANG MO KIO AVENUE 1,3534,103.84787,1.36359
54089,OPP ANG MO KIO SWIM CPLX,ANG MO KIO AVENUE 1,3535,103.8485,1.363
54091,BLK 331,ANG MO KIO AVENUE 1,3536,103.85092,1.36175
54099,OPP BLK 333,ANG MO KIO AVENUE 1,3537,103.85105,1.36119
54101,AFT ANG MO KIO AVE 10,ANG MO KIO AVENUE 1,3538,103.85464,1.35737
54109,BEF ANG MO KIO AVE 10,ANG MO KIO AVENUE 1,3539,103.85442,1.35714
54169,BLK 255,ANG MO KIO STREET 11,3540,103.83477,1.3709
54161,OPP BLK 255,ANG MO KIO STREET 11,6573,103.83481,1.37103
54181,BLK 258,ANG MO KIO AVENUE 4,3541,103.83661,1.37052
54189,BLK 110,ANG MO KIO AVENUE 4,3542,103.83678,1.37041
54191,BLK 170,ANG MO KIO AVENUE 4,3543,103.83756,1.37447
54199,BLK 163,ANG MO KIO AVENUE 4,3544,103.83767,1.3743
54201,OPP BLK 155,ANG MO KIO AVENUE 4,3545,103.83927,1.37608
54209,BET BLKS 152/155,ANG MO KIO AVENUE 4,3546,103.83952,1.37638
54211,MAYFLOWER SEC SCH,ANG MO KIO AVENUE 3,3547,103.83635,1.36861
54219,OPP MAYFLOWER SEC SCH,ANG MO KIO AVENUE 3,3548,103.83689,1.36879
54221,OPP ANG MO KIO PRI SCH,ANG MO KIO AVENUE 3,3549,103.83958,1.36985
54229,ANG MO KIO PR SCH,ANG MO KIO AVENUE 3,3550,103.83992,1.36974
54231,BLK 129,ANG MO KIO AVENUE 3,3551,103.84194,1.36966
54239,BLK 209,ANG MO KIO AVENUE 3,3552,103.84332,1.36919
54241,BLK 700B,ANG MO KIO AVENUE 3,3553,103.84618,1.36914
54247,BLK 322,ANG MO KIO AVENUE 3,3554,103.84723,1.36881
54248,BLK 324,ANG MO KIO AVENUE 3,3555,103.84661,1.36876
54251,OPP ANDERSON JC,ANG MO KIO AVENUE 5,3556,103.84614,1.37696
54259,ANDERSON JC,ANG MO KIO AVENUE 5,3557,103.84628,1.37721
54261,ANG MO KIO STN,ANG MO KIO AVENUE 3,3558,103.85069,1.36941
54269,OPP ANG MO KIO STN,ANG MO KIO AVENUE 3,3559,103.85089,1.36933
54271,BLK 586,ANG MO KIO AVENUE 3,3560,103.85347,1.36995
54279,BLK 427,ANG MO KIO AVENUE 3,3561,103.8542,1.36977
54281,BLK 570,ANG MO KIO AVENUE 3,3562,103.85601,1.36944
54289,BLK 452,ANG MO KIO AVENUE 3,3563,103.85617,1.3691
54291,BLK 564,ANG MO KIO AVENUE 3,3564,103.85892,1.36915
54299,OPP BLK 565,ANG MO KIO AVENUE 3,3565,103.85827,1.36891
54301,BLK 5022,ANG MO KIO AVENUE 3,3566,103.86302,1.3702
54309,OPP BLK 5022,ANG MO KIO AVENUE 3,3567,103.86298,1.36994
54311,BLK 332,ANG MO KIO AVENUE 8,3568,103.85262,1.36143
54319,OPP CHRIST THE KING CH,ANG MO KIO AVENUE 8,3569,103.85306,1.36212
54321,BLK 354,ANG MO KIO AVENUE 8,3570,103.85238,1.36399
54329,BLK 420,ANG MO KIO AVENUE 8,3571,103.8525,1.36437
54331,BLK 346,ANG MO KIO AVENUE 8,3572,103.85063,1.36723
54339,BLK 422,ANG MO KIO AVENUE 8,3573,103.85057,1.36779
54341,OPP BLK 504,ANG MO KIO AVENUE 8,3574,103.84786,1.3747
54349,BLK 504,ANG MO KIO AVENUE 8,3575,103.84811,1.37477
54351,NANYANG POLY,ANG MO KIO AVENUE 5,3576,103.85016,1.37648
54359,BLK 502,ANG MO KIO AVENUE 5,3577,103.84998,1.37619
54369,OPP BLK 4025,ANG MO KIO INDUSTRIAL PARK 1,3578,103.85588,1.35875
54371,BLK 409A,ANG MO KIO AVENUE 10,3579,103.85573,1.3624
54379,BLK 475,ANG MO KIO AVENUE 10,3580,103.85591,1.36287
54381,BLK 443,ANG MO KIO AVENUE 10,3581,103.85614,1.36576
54389,BLK 465,ANG MO KIO AVENUE 10,3582,103.85654,1.36642
54391,JUBILEE,ANG MO KIO AVENUE 8,3583,103.84829,1.37162
54399,OPP BLK 710,ANG MO KIO AVENUE 8,6105,103.84876,1.37132
54401,BLK 522,ANG MO KIO STREET 52,3584,103.85173,1.37298
54409,OPP BLK 522,ANG MO KIO STREET 52,3585,103.85214,1.37271
54411,BLK 527,ANG MO KIO STREET 52,3586,103.85423,1.37235
54419,OPP BLK 527,ANG MO KIO STREET 52,3587,103.85491,1.37209
54429,BLK 561,ANG MO KIO STREET 54,3588,103.85798,1.37021
54439,BLK 549,ANG MO KIO STREET 54,3589,103.85707,1.37333
54441,BLK 507,ANG MO KIO STREET 53,3590,103.85077,1.37417
54449,OPP BLK 507,ANG MO KIO STREET 53,3591,103.85088,1.37463
54451,BLK 643,ANG MO KIO AVENUE 5,3592,103.84065,1.37728
54459,BLK 151,ANG MO KIO AVENUE 5,3593,103.8411,1.377
54461,BLK 649,ANG MO KIO AVENUE 5,3594,103.84339,1.37741
